,0,1,2,3,4,5,6,7,8,9,10,11,12
747,Steampunk Rally,(2015),7.2,2–8 Players,45–60 Min,Age: 14+,2.62,"Family,  Strategy
View poll and results",Closed Drafting,Dice Rolling,Modular Board,Race,Resource to Move
748,The Estates,(2018),7.4,2–5 Players,40–60 Min,Age: 10+,2.32,"Strategy
View poll and results",Area Majority / Influence,Auction: Once Around,Auction/Bidding,Closed Economy Auction,Take That
749,BANG! The Dice Game,(2013),6.9,3–8 Players,15 Min,Age: 8+,1.28,"Party
View poll and results",Dice Rolling,Hidden Roles,Player Elimination,Push Your Luck,Re-rolling and Locking
750,The Networks,(2016),7.2,1–5 Players,60–90 Min,Age: 13+,2.59,"Strategy
View poll and results",End Game Bonuses,Income,Open Drafting,Set Collection,Solo / Solitaire Game
751,Villagers,(2019),7.2,1–5 Players,30–60 Min,Age: 10+,2.19,"Family
View poll and results",Open Drafting,Set Collection,Solo / Solitaire Game,,
752,Warhammer Quest: The Adventure Card Game,(2015),7.3,1–4 Players,30–60 Min,Age: 14+,2.73,"Thematic
View poll and results",Action Retrieval,Cooperative Game,Dice Rolling,Role Playing,Solo / Solitaire Game
753,"Unmatched: Battle of Legends, Volume Two",(2021),8.3,2–4 Players,20–40 Min,Age: 9+,2.16,"Strategy
View poll and results",Action Points,Card Play Conflict Resolution,Hand Management,Line of Sight,Point to Point Movement
754,Vegas Showdown,(2005),7.2,3–5 Players,75 Min,Age: 12+,2.36,"Strategy
View poll and results",Auction: Dutch,Auction: Fixed Placement,Auction/Bidding,Network and Route Building,Tile Placement
755,Trekking Through History,(2022),7.7,2–4 Players,30–60 Min,Age: 10+,1.77,"Family
View poll and results",Open Drafting,Set Collection,Turn Order: Time Track,,
756,Thunderstone Advance: Towers of Ruin,(2012),7.3,1–5 Players,45 Min,Age: 12+,2.75,"Strategy
View poll and results","Deck, Bag, and Pool Building",Hand Management,Open Drafting,,
757,The Bloody Inn,(2015),7.1,1–4 Players,30–60 Min,Age: 14+,2.37,"Strategy
View poll and results",End Game Bonuses,Hand Management,Income,Open Drafting,Ownership
758,Bullet♥︎,(2021),7.7,1–4 Players,10–20 Min,Age: 13+,2.11,"Family
View poll and results",Cooperative Game,Pattern Building,Push Your Luck,Real-Time,Solo / Solitaire Game
759,Century: Eastern Wonders,(2018),7.1,2–4 Players,30–45 Min,Age: 8+,2.10,"Family
View poll and results",Contracts,Grid Movement,Modular Board,Pick-up and Deliver,Point to Point Movement
760,K2,(2010),7.0,1–5 Players,60 Min,Age: 8+,2.25,"Family,  Thematic
View poll and results",Hand Management,Player Elimination,Point to Point Movement,Simultaneous Action Selection,Solo / Solitaire Game
761,Diplomacy,(1959),7.0,2–7 Players,360 Min,Age: 12+,3.34,"Strategy,  Wargames
View poll and results",Area Majority / Influence,Area Movement,Negotiation,Player Elimination,Prisoner's Dilemma
762,The Adventures of Robin Hood,(2021),7.5,2–4 Players,60 Min,Age: 10+,1.83,"Family,  Thematic
View poll and results",Cooperative Game,Scenario / Mission / Campaign Game,Storytelling,,
763,Mosaic: A Story of Civilization,(2022),7.6,2–6 Players,120 Min,Age: 12+,2.95,"Strategy
View poll and results",Action Queue,Area Majority / Influence,End Game Bonuses,Hand Management,Open Drafting
764,Advanced Squad Leader: Starter Kit #1,(2004),7.8,2 Players,120 Min,Age: 13+,3.77,"Wargames
View poll and results",Dice Rolling,Hexagon Grid,Line of Sight,,
765,Wits & Wagers,(2005),6.9,3–7 Players,25 Min,Age: 10+,1.21,"Party
View poll and results",Betting and Bluffing,Paper-and-Pencil,,,
766,Railroad Ink Challenge: Lush Green Edition,(2021),7.7,1–4 Players,15–30 Min,Age: 8+,2.12,"Family
View poll and results",Dice Rolling,Line Drawing,Network and Route Building,Paper-and-Pencil,Solo / Solitaire Game
767,Ticket to Ride: Rails & Sails,(2016),7.4,2–5 Players,60–120 Min,Age: 10+,2.50,"Family
View poll and results",Connections,Hand Management,Network and Route Building,Open Drafting,Set Collection
768,Coal Baron,(2013),7.3,2–4 Players,60–75 Min,Age: 10+,2.54,"Strategy
View poll and results",Action Points,Contracts,Pick-up and Deliver,Set Collection,Tile Placement
769,The Shipwreck Arcana,(2017),7.5,2–5 Players,10–30 Min,Age: 12+,2.20,"Strategy
View poll and results",Communication Limits,Cooperative Game,Deduction,Hand Management,Pattern Building
770,Yspahan,(2006),7.1,2–4 Players,45–60 Min,Age: 8+,2.37,"Strategy
View poll and results",Action Drafting,Area Majority / Influence,Dice Rolling,,
771,Crystal Palace,(2019),7.5,2–5 Players,90–150 Min,Age: 14+,3.81,"Strategy
View poll and results",End Game Bonuses,Income,Loans,Modular Board,Set Collection
772,Dorfromantik: The Board Game,(2022),7.7,1–6 Players,30–60 Min,Age: 8+,1.66,"Family
View poll and results",Area Majority / Influence,Cooperative Game,Hexagon Grid,Map Addition,Modular Board
773,Between Two Cities,(2015),7.0,1–7 Players,25 Min,Age: 14+,1.81,"Family
View poll and results",Closed Drafting,Highest-Lowest Scoring,Neighbor Scope,Set Collection,Simultaneous Action Selection
774,Brian Boru: High King of Ireland,(2021),7.5,3–5 Players,60–90 Min,Age: 14+,2.48,"Strategy
View poll and results",Area Majority / Influence,Closed Drafting,Hand Management,Trick-taking,
775,New York Zoo,(2020),7.1,1–5 Players,30–60 Min,Age: 10+,1.96,"Family
View poll and results",Automatic Resource Growth,Grid Coverage,Modular Board,Race,Rondel
776,Wallenstein,(2002),7.5,3–5 Players,150 Min,Age: 12+,3.31,"Strategy
View poll and results",Action Points,Action Queue,Area Majority / Influence,Area Movement,Cube Tower
777,CO₂: Second Chance,(2018),7.5,1–4 Players,60–120 Min,Age: 12+,4.07,"Strategy
View poll and results",Area Majority / Influence,Cooperative Game,Open Drafting,Semi-Cooperative Game,Solo / Solitaire Game
778,Disney Villainous,(2018),7.0,2–6 Players,45–120 Min,Age: 10+,2.48,"Family
View poll and results",Hand Management,Take That,Variable Player Powers,,
779,Empire of the Sun,(2005),8.3,1–2 Players,360 Min,Age: 12+,4.36,"Wargames
View poll and results",Action Points,Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Hexagon Grid
780,Great Western Trail: New Zealand,(2023),8.7,1–4 Players,75–150 Min,Age: 12+,3.91,"Strategy
View poll and results",Hand Management,Solo / Solitaire Game,,,
781,Can't Stop,(1980),6.9,2–4 Players,30 Min,Age: 9+,1.15,"Family
View poll and results",Dice Rolling,Push Your Luck,Race,,
782,Shipyard,(2009),7.4,2–4 Players,120 Min,Age: 11+,3.50,"Strategy
View poll and results",Contracts,End Game Bonuses,Modular Board,Open Drafting,Rondel
783,Middle-Earth Quest,(2009),7.4,2–4 Players,180 Min,Age: 13+,3.55,"Thematic
View poll and results",Hand Management,Point to Point Movement,Team-Based Game,Variable Player Powers,
784,Eminent Domain,(2011),7.0,2–4 Players,45 Min,Age: 10+,2.51,"Strategy
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,Follow,Hand Management,Income
785,New Frontiers,(2018),7.4,2–5 Players,45–75 Min,Age: 14+,2.94,"Strategy
View poll and results",Action Drafting,Follow,Increase Value of Unchosen Resources,Open Drafting,Race
786,Blue Moon City,(2006),7.0,2–4 Players,30–50 Min,Age: 14+,2.29,"Family,  Strategy
View poll and results",Area Majority / Influence,Grid Movement,Hand Management,Modular Board,Set Collection
787,Menara,(2018),7.5,1–4 Players,10–60 Min,Age: 8+,1.63,"Family
View poll and results",Cooperative Game,Physical Removal,Stacking and Balancing,,
788,Three Sisters,(2022),7.6,1–4 Players,30–60 Min,Age: 14+,2.70,"Strategy
View poll and results",Dice Rolling,Paper-and-Pencil,Rondel,Solo / Solitaire Game,
789,Rhino Hero: Super Battle,(2017),7.2,2–4 Players,10–20 Min,Age: 5+,1.11,"Family
View poll and results",Dice Rolling,Single Loser Game,Stacking and Balancing,,
790,Reef,(2018),7.0,2–4 Players,30–45 Min,Age: 8+,1.81,"Abstract,  Family
View poll and results",Hand Management,Layering,Pattern Building,,
791,Skymines,(2022),8.1,1–4 Players,75–150 Min,Age: 12+,3.87,"Strategy
View poll and results",Action Queue,Area Majority / Influence,"Deck, Bag, and Pool Building",Hand Management,Investment
792,Feed the Kraken,(2022),7.9,5–11 Players,45–90 Min,Age: 12+,2.17,"Party
View poll and results",Acting,Betting and Bluffing,Grid Movement,Hidden Roles,Role Playing
793,Caverna: Cave vs Cave,(2017),7.1,1–2 Players,20–40 Min,Age: 10+,2.56,"Strategy
View poll and results",Tile Placement,Worker Placement,,,
794,Dogs of War,(2014),7.5,3–5 Players,75 Min,Age: 14+,2.65,"Strategy
View poll and results",Area Majority / Influence,Hand Management,Tug of War,Variable Player Powers,Worker Placement
795,Kanagawa,(2016),7.0,2–4 Players,45 Min,Age: 10+,2.00,"Family
View poll and results",Hand Management,Open Drafting,Pattern Building,Push Your Luck,Set Collection
796,Saint Petersburg (Second Edition),(2014),7.5,2–5 Players,60 Min,Age: 13+,2.65,"Strategy
View poll and results",Income,Open Drafting,Set Collection,,
797,Twilight Inscription,(2022),7.5,1–8 Players,90–120 Min,Age: 14+,3.22,"Strategy
View poll and results",Dice Rolling,Paper-and-Pencil,Variable Player Powers,,
798,Messina 1347,(2021),7.6,1–4 Players,60–140 Min,Age: 14+,3.57,"Strategy
View poll and results",Grid Movement,Income,Modular Board,Solo / Solitaire Game,Track Movement
799,Warhammer: Invasion,(2009),7.2,2 Players,45 Min,Age: 13+,2.73,"Customizable,  Strategy
View poll and results",Hand Management,Variable Player Powers,,,
800,Ex Libris,(2017),7.1,1–4 Players,45 Min,Age: 10+,2.54,"Strategy
View poll and results",Hand Management,Open Drafting,Set Collection,Solo / Solitaire Game,Tile Placement
801,Empires: Age of Discovery,(2015),7.8,2–6 Players,50–150 Min,Age: 10+,3.33,"Strategy
View poll and results",Area Majority / Influence,Set Collection,Variable Player Powers,Worker Placement,"Worker Placement, Different Worker Types"
802,Deep Sea Adventure,(2014),6.9,2–6 Players,30 Min,Age: 8+,1.18,"Family
View poll and results",Pick-up and Deliver,Push Your Luck,Roll / Spin and Move,,
803,World Without End,(2009),7.2,2–4 Players,90–120 Min,Age: 12+,2.82,"Strategy
View poll and results",Hand Management,Random Production,,,
804,Blokus,(2000),6.9,2–4 Players,20 Min,Age: 7+,1.75,"Abstract
View poll and results",Chaining,Enclosure,Grid Coverage,Hand Management,Tile Placement
805,Space Hulk,(1989),7.5,2 Players,45 Min,Age: 12+,2.50,"Thematic,  Wargames
View poll and results",Action Points,Dice Rolling,Grid Movement,Modular Board,
806,Cry Havoc,(2016),7.1,2–4 Players,60–120 Min,Age: 10+,3.28,"Strategy,  Wargames
View poll and results",Area Majority / Influence,Area Movement,"Deck, Bag, and Pool Building",Events,Hand Management
807,Crown of Emara,(2018),7.4,1–4 Players,45–75 Min,Age: 12+,3.04,"Strategy
View poll and results",Action Queue,Contracts,Events,Hand Management,Highest-Lowest Scoring
808,Babylonia,(2019),7.7,2–4 Players,60 Min,Age: 14+,2.38,"Strategy
View poll and results",Area Majority / Influence,Chaining,Hand Management,Network and Route Building,Tile Placement
809,The Pursuit of Happiness,(2015),7.2,1–4 Players,60–90 Min,Age: 12+,2.50,"Family
View poll and results",End Game Bonuses,Income,Open Drafting,Simulation,Solo / Solitaire Game
810,Finca,(2009),7.1,2–4 Players,45 Min,Age: 10+,2.08,"Family
View poll and results",Contracts,Mancala,Once-Per-Game Abilities,Rondel,Set Collection
811,Super Motherload,(2015),7.3,2–4 Players,60–75 Min,Age: 13+,2.27,"Strategy
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Set Collection,Tile Placement
812,Paris: La Cité de la Lumière,(2019),7.3,2 Players,30 Min,Age: 8+,2.04,"Abstract
View poll and results",Action Drafting,Area Majority / Influence,Grid Coverage,Layering,Open Drafting
813,First Rat,(2022),7.6,1–5 Players,30–75 Min,Age: 10+,2.26,"Family,  Strategy
View poll and results",Point to Point Movement,Set Collection,Solo / Solitaire Game,,
814,878 Vikings: Invasions of England,(2017),7.5,2–4 Players,60–120 Min,Age: 12+,2.62,"Wargames
View poll and results",Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Command Cards,Dice Rolling
815,Up Front,(1983),7.9,2 Players,60 Min,Age: 12+,3.42,"Wargames
View poll and results",Campaign / Battle Card Driven,Hand Management,Relative Movement,Simulation,Variable Player Powers
816,Dominant Species: Marine,(2021),8.0,2–4 Players,90–150 Min,Age: 14+,3.63,"Strategy
View poll and results",Area Majority / Influence,Grid Movement,Modular Board,Open Drafting,Tile Placement
817,Railroad Ink: Blazing Red Edition,(2018),7.1,1–6 Players,20–30 Min,Age: 8+,1.46,"Family
View poll and results",Bingo,Connections,Dice Rolling,Line Drawing,Network and Route Building
818,7 Wonders: Architects,(2021),7.0,2–7 Players,25 Min,Age: 8+,1.35,"Family
View poll and results",Open Drafting,Set Collection,Variable Player Powers,,
819,Perudo,(1800),6.9,2–6 Players,15–30 Min,Age: 8+,1.26,"Family,  Party
View poll and results",Betting and Bluffing,Dice Rolling,Player Elimination,,
820,Verdant,(2022),7.4,1–5 Players,45–60 Min,Age: 10+,2.06,"Abstract,  Family
View poll and results",Open Drafting,Pattern Building,Set Collection,Solo / Solitaire Game,Tile Placement
821,Next Station: London,(2022),7.5,1–4 Players,25–30 Min,Age: 8+,1.46,"Family
View poll and results",Connections,Line Drawing,Network and Route Building,Paper-and-Pencil,
822,Arcadia Quest: Inferno,(2017),7.9,2–4 Players,60–120 Min,Age: 13+,2.44,"Thematic
View poll and results",Action Retrieval,Dice Rolling,Grid Movement,Modular Board,Scenario / Mission / Campaign Game
823,Vast: The Crystal Caverns,(2016),7.1,1–5 Players,75–150 Min,Age: 10+,3.64,"Strategy,  Thematic
View poll and results",Action Points,Dice Rolling,Grid Movement,Hand Management,Line of Sight
824,Exit: The Game – The Secret Lab,(2016),7.1,1–6 Players,45–150 Min,Age: 12+,2.54,"Family,  Thematic
View poll and results",Cooperative Game,,,,
825,Zombicide Season 2: Prison Outbreak,(2013),7.4,1–6 Players,60 Min,Age: 13+,2.67,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Hand Management,Modular Board
826,Dice Hospital,(2018),7.1,1–4 Players,45–90 Min,Age: 10+,2.31,"Family,  Strategy
View poll and results",Action Drafting,Action Points,Dice Rolling,Hexagon Grid,"I Cut, You Choose"
827,Ricochet Robots,(1999),7.0,1–99 Players,30 Min,Age: 10+,2.39,"Abstract
View poll and results",Grid Movement,Modular Board,Real-Time,Square Grid,Turn Order: Stat-Based
828,Panamax,(2014),7.3,2–4 Players,90–120 Min,Age: 12+,3.74,"Strategy
View poll and results",Area Majority / Influence,Dice Rolling,Moving Multiple Units,Pick-up and Deliver,Point to Point Movement
829,The Duke,(2013),7.3,2 Players,30 Min,Age: 13+,2.48,"Abstract
View poll and results",Grid Movement,Pattern Movement,Square Grid,Tile Placement,
830,Black Angel,(2019),7.3,1–4 Players,60–120 Min,Age: 12+,3.85,"Strategy
View poll and results",Bias,Dice Rolling,Hand Management,Map Addition,Map Reduction
831,"Heroes of Land, Air & Sea",(2018),7.6,1–4 Players,120–180 Min,Age: 14+,3.28,"Strategy,  Wargames
View poll and results",Action Points,Area Majority / Influence,Card Play Conflict Resolution,Follow,Take That
832,Maquis,(2013),7.4,1 Players,30 Min,Age: 14+,2.20,"Strategy,  Thematic
View poll and results",Solo / Solitaire Game,Worker Placement,,,
833,Unfair,(2017),7.3,2–5 Players,50–125 Min,Age: 14+,2.73,"Strategy,  Thematic
View poll and results",Hand Management,Income,Loans,Open Drafting,Set Collection
834,1989: Dawn of Freedom,(2012),7.8,2 Players,150 Min,Age: 12+,3.28,"Strategy,  Wargames
View poll and results",Area Majority / Influence,Campaign / Battle Card Driven,Dice Rolling,Events,Hand Management
835,King of New York,(2014),6.9,2–6 Players,40 Min,Age: 10+,1.86,"Family
View poll and results",Dice Rolling,Die Icon Resolution,King of the Hill,Open Drafting,Player Elimination
836,FUSE,(2015),7.0,1–5 Players,10 Min,Age: 10+,1.66,"Family
View poll and results",Cooperative Game,Dice Rolling,Die Icon Resolution,Elapsed Real Time Ending,Open Drafting
837,Squad Leader,(1977),7.5,2 Players,60 Min,Age: 14+,4.03,"Wargames
View poll and results",Critical Hits and Failures,Dice Rolling,Events,Grid Movement,Hexagon Grid
838,Witchstone,(2021),7.6,2–4 Players,60–90 Min,Age: 12+,2.78,"Strategy
View poll and results",End Game Bonuses,Grid Coverage,Hexagon Grid,Network and Route Building,Open Drafting
839,Cerebria: The Inside World,(2018),7.8,1–4 Players,60–120 Min,Age: 14+,4.34,"Strategy
View poll and results",Action Points,Area Majority / Influence,Cooperative Game,Deck Construction,Hand Management
840,Tang Garden,(2019),7.4,1–4 Players,40–60 Min,Age: 14+,2.61,"Family,  Strategy
View poll and results",Line of Sight,Open Drafting,Set Collection,Solo / Solitaire Game,Tile Placement
841,Dungeons & Dragons: The Legend of Drizzt Board Game,(2011),7.2,1–5 Players,60 Min,Age: 12+,2.58,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing
842,Disney Villainous: Perfectly Wretched,(2020),7.7,2–3 Players,40–60 Min,Age: 10+,2.32,"Family
View poll and results",Hand Management,Take That,Variable Player Powers,,
843,Gentes,(2017),7.4,1–4 Players,90 Min,Age: 12+,3.18,"Strategy
View poll and results",Action Drafting,Action Points,Open Drafting,Set Collection,Turn Order: Claim Action
844,Among the Stars,(2012),7.0,2–4 Players,30 Min,Age: 12+,2.24,"Strategy
View poll and results",Closed Drafting,Open Drafting,Simultaneous Action Selection,Tile Placement,Variable Player Powers
845,Incan Gold,(2005),6.8,3–8 Players,30 Min,Age: 8+,1.11,"Family
View poll and results",Move Through Deck,Push Your Luck,Score-and-Reset Game,Simultaneous Action Selection,
846,Raccoon Tycoon,(2018),7.3,2–5 Players,60–90 Min,Age: 8+,2.14,"Family,  Strategy
View poll and results",Auction: Turn Order Until Pass,Auction/Bidding,Commodity Speculation,Market,Set Collection
847,Red7,(2014),6.9,2–4 Players,5–30 Min,Age: 9+,1.69,"Family
View poll and results",Hand Management,Player Elimination,Score-and-Reset Game,Set Collection,
848,Outlive,(2017),7.3,2–4 Players,40–110 Min,Age: 14+,3.01,"Strategy
View poll and results",Area Movement,Events,Set Collection,Take That,Variable Set-up
849,Dale of Merchants,(2015),7.2,2–4 Players,30 Min,Age: 10+,2.08,"Family,  Strategy
View poll and results",Auction: Dutch,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Open Drafting
850,Jambo,(2004),7.0,2 Players,45 Min,Age: 12+,2.07,"Strategy
View poll and results",Action Points,Contracts,Hand Management,Set Collection,Take That
851,Wizard,(1984),7.0,3–6 Players,45 Min,Age: 10+,1.72,"Family
View poll and results",Betting and Bluffing,Hand Management,Predictive Bid,Trick-taking,
852,Tumblin' Dice,(2004),7.2,1–6 Players,20–45 Min,Age: 7+,1.04,"Family,  Party
View poll and results",Dice Rolling,Flicking,,,
853,Blue Lagoon,(2018),7.2,2–4 Players,30–45 Min,Age: 8+,2.01,"Abstract,  Family
View poll and results",Area Majority / Influence,Chaining,Connections,End Game Bonuses,Hexagon Grid
854,Not Alone,(2016),7.0,2–7 Players,30–45 Min,Age: 10+,2.00,"Strategy
View poll and results","Deck, Bag, and Pool Building",Hand Management,Hidden Movement,Race,Simultaneous Action Selection
855,Tammany Hall,(2007),7.3,3–5 Players,90 Min,Age: 12+,2.78,"Strategy
View poll and results",Area Majority / Influence,Auction: Sealed Bid,Auction/Bidding,Catch the Leader,Variable Player Powers
856,Fugitive,(2017),7.2,2 Players,5–20 Min,Age: 10+,1.66,"Family
View poll and results",Hand Management,Hidden Movement,Memory,Secret Unit Deployment,
857,Hannibal & Hamilcar,(2018),8.3,2 Players,40–200 Min,Age: 12+,3.93,"Wargames
View poll and results",Area Majority / Influence,Campaign / Battle Card Driven,Card Play Conflict Resolution,Dice Rolling,Events
858,Khôra: Rise of an Empire,(2021),7.4,2–4 Players,75 Min,Age: 14+,2.74,"Strategy
View poll and results",Dice Rolling,Income,Investment,Open Drafting,Race
859,Merchants Cove,(2021),7.5,1–4 Players,60–90 Min,Age: 14+,2.71,"Strategy
View poll and results",Commodity Speculation,Dice Rolling,Rondel,Solo / Solitaire Game,Tile Placement
860,Celestia,(2015),6.9,2–6 Players,30 Min,Age: 8+,1.33,"Family
View poll and results",Betting and Bluffing,Dice Rolling,Hidden Victory Points,Push Your Luck,
861,Circadians: First Light,(2019),7.6,1–4 Players,60–90 Min,Age: 12+,3.44,"Strategy
View poll and results",Contracts,Dice Rolling,Events,Secret Unit Deployment,Set Collection
862,Lords of Xidit,(2014),7.1,3–5 Players,90 Min,Age: 14+,2.65,"Strategy
View poll and results",Action Queue,Area Majority / Influence,Pick-up and Deliver,Point to Point Movement,Programmed Movement
863,SpaceCorp: 2025-2300AD,(2018),7.7,1–4 Players,60–240 Min,Age: 12+,2.96,"Strategy
View poll and results",Contracts,Hand Management,Point to Point Movement,Solo / Solitaire Game,
864,Santiago,(2003),7.1,3–5 Players,75 Min,Age: 10+,2.49,"Strategy
View poll and results",Area Majority / Influence,Auction: Once Around,Auction/Bidding,Bribery,Commodity Speculation
865,Tribune: Primus Inter Pares,(2007),7.2,2–5 Players,60–120 Min,Age: 12+,2.87,"Strategy
View poll and results",Auction/Bidding,Hand Management,Open Drafting,Set Collection,Sudden Death Ending
866,Pandemic: Rising Tide,(2017),7.6,2–5 Players,45 Min,Age: 8+,2.52,"Strategy
View poll and results",Action Points,Area Movement,Cooperative Game,Hand Management,Set Collection
867,Detective Club,(2018),7.4,4–8 Players,45 Min,Age: 8+,1.25,"Party
View poll and results",Roles with Asymmetric Information,Storytelling,Team-Based Game,Voting,
868,A War of Whispers,(2019),7.3,2–4 Players,30–60 Min,Age: 14+,2.56,"Strategy
View poll and results",Area Majority / Influence,Betting and Bluffing,Hidden Victory Points,Take That,Worker Placement
869,Letter Jam,(2019),7.2,2–6 Players,45 Min,Age: 10+,1.96,"Family
View poll and results",Communication Limits,Cooperative Game,,,
870,Yedo,(2012),7.4,2–5 Players,120–180 Min,Age: 14+,3.34,"Strategy,  Thematic
View poll and results",Action Queue,Auction/Bidding,Hand Management,Map Deformation,Set Collection
871,Star Trek: Fleet Captains,(2011),7.5,2–4 Players,90–120 Min,Age: 14+,3.06,"Thematic
View poll and results",Action Points,Dice Rolling,Hexagon Grid,Modular Board,Tile Placement
872,One Deck Dungeon,(2016),7.0,1–2 Players,30 Min,Age: 14+,2.07,"Thematic
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Melding and Splaying,Move Through Deck
873,Reef Encounter,(2004),7.1,2–4 Players,60–120 Min,Age: 10+,3.68,"Strategy
View poll and results",Area Majority / Influence,Commodity Speculation,Hand Management,Open Drafting,Tile Placement
874,ZÈRTZ,(1999),7.3,2 Players,30–60 Min,Age: 9+,2.74,"Abstract
View poll and results",Grid Movement,Map Reduction,Set Collection,,
875,XCOM: The Board Game,(2015),7.0,1–4 Players,60–120 Min,Age: 14+,2.91,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Hand Management,Push Your Luck,Real-Time
876,Combat Commander: Pacific,(2008),8.1,2 Players,180 Min,Age: 12+,3.24,"Wargames
View poll and results",Campaign / Battle Card Driven,Hexagon Grid,Line of Sight,Simulation,Variable Phase Order
877,High Frontier 4 All,(2020),8.4,1–5 Players,30–240 Min,Age: 14+,4.82,"Strategy,  Thematic
View poll and results",Auction/Bidding,"Deck, Bag, and Pool Building",Hand Management,Negotiation,Network and Route Building
878,Vasco da Gama,(2009),7.2,2–4 Players,60–120 Min,Age: 12+,3.24,"Strategy
View poll and results",Push Your Luck,Tile Placement,Turn Order: Claim Action,Worker Placement,
879,Last Bastion,(2019),7.5,1–4 Players,45 Min,Age: 14+,2.59,"Strategy
View poll and results",Cooperative Game,Dice Rolling,Die Icon Resolution,Grid Movement,Modular Board
880,"13 Days: The Cuban Missile Crisis, 1962",(2016),7.2,2 Players,45 Min,Age: 10+,2.32,"Strategy,  Wargames
View poll and results",Action/Event,Advantage Token,Area Majority / Influence,Campaign / Battle Card Driven,End Game Bonuses
881,Morels,(2012),7.0,2 Players,30 Min,Age: 10+,1.74,"Family
View poll and results",Hand Management,Open Drafting,Set Collection,,
882,Star Wars: The Clone Wars,(2022),7.6,1–5 Players,60 Min,Age: 14+,2.12,"Family,  Strategy
View poll and results",Action Points,Cooperative Game,Die Icon Resolution,Hand Management,Point to Point Movement
883,Scoville,(2014),7.1,2–6 Players,60–90 Min,Age: 13+,2.78,"Strategy
View poll and results",Auction/Bidding,Grid Movement,Once-Per-Game Abilities,Set Collection,Turn Order: Auction
884,Washington's War,(2010),7.6,2 Players,90 Min,Age: ––,2.88,"Wargames
View poll and results",Area Majority / Influence,Campaign / Battle Card Driven,Dice Rolling,Movement Points,Point to Point Movement
885,Clinic: Deluxe Edition,(2019),7.6,1–4 Players,60–150 Min,Age: 14+,4.01,"Strategy
View poll and results",Catch the Leader,Network and Route Building,Pick-up and Deliver,Simulation,Solo / Solitaire Game
886,Friedrich,(2004),7.6,3–4 Players,210 Min,Age: 12+,3.14,"Wargames
View poll and results",Card Play Conflict Resolution,Events,Hand Management,Point to Point Movement,Secret Unit Deployment
887,Rurik: Dawn of Kiev,(2019),7.8,1–4 Players,60–120 Min,Age: 13+,3.07,"Strategy
View poll and results",Area Majority / Influence,Area Movement,Auction/Bidding,Contracts,End Game Bonuses
888,Star Wars: The Card Game,(2012),7.2,2 Players,30–60 Min,Age: 10+,2.97,"Customizable
View poll and results",Card Play Conflict Resolution,Force Commitment,Hand Management,Variable Player Powers,
889,The Lost Expedition,(2017),7.1,1–5 Players,30–50 Min,Age: 14+,1.88,"Thematic
View poll and results",Cooperative Game,Hand Management,Solo / Solitaire Game,,
890,Tiny Epic Dungeons,(2021),7.6,1–4 Players,30–60 Min,Age: 14+,3.05,"Strategy,  Thematic
View poll and results",Cooperative Game,Dice Rolling,Finale Ending,Modular Board,Solo / Solitaire Game
891,Battle for Rokugan,(2017),7.4,2–5 Players,60–90 Min,Age: 14+,2.76,"Strategy,  Wargames
View poll and results",Area Majority / Influence,Hand Management,Order Counters,Secret Unit Deployment,Variable Player Powers
892,Parade,(2007),7.0,2–6 Players,45 Min,Age: 8+,1.46,"Family
View poll and results",Hand Management,Set Collection,,,
893,Unmatched Game System,(2019),8.3,2–4 Players,20–40 Min,Age: 9+,1.98,"Family,  Strategy
View poll and results",Action Points,Area Movement,Card Play Conflict Resolution,Hand Management,Line of Sight
894,Keep the Heroes Out!,(2022),8.0,1–4 Players,40–50 Min,Age: 10+,2.38,"Thematic
View poll and results",Action Retrieval,Area Movement,Cooperative Game,"Deck, Bag, and Pool Building",Modular Board
895,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,(2008),7.5,1–4 Players,120 Min,Age: 10+,3.00,"Wargames
View poll and results",Action Points,Dice Rolling,Hexagon Grid,Modular Board,Simulation
896,Spyrium,(2013),7.0,2–5 Players,75 Min,Age: 12+,2.89,"Strategy
View poll and results",Auction: Dutch Priority,Events,Income,Worker Placement,
897,Abomination: The Heir of Frankenstein,(2019),7.5,2–4 Players,90–180 Min,Age: 13+,3.26,"Strategy,  Thematic
View poll and results",Dice Rolling,Events,Narrative Choice / Paragraph,Set Collection,Storytelling
898,Hyperborea,(2014),7.2,2–6 Players,50–150 Min,Age: 14+,3.17,"Strategy
View poll and results",Action Drafting,Area Majority / Influence,"Deck, Bag, and Pool Building",Grid Movement,Hexagon Grid
899,Forbidden Island,(2010),6.8,2–4 Players,30 Min,Age: 10+,1.74,"Family
View poll and results",Action Points,Cooperative Game,Grid Movement,Hand Management,Map Reduction
