,0,1,2,3,4,5,6,7,8,9,10,11,12
442,Wavelength,(2019),7.3,2–12 Players,30–45 Min,Age: 14+,1.12,"Party
View poll and results",Race,Targeted Clues,Team-Based Game,,
443,Thunderstone Quest,(2018),7.8,2–4 Players,60–90 Min,Age: 14+,2.84,"Strategy
View poll and results","Deck, Bag, and Pool Building",,,,
444,Mice and Mystics,(2012),7.2,1–4 Players,60–90 Min,Age: 7+,2.72,"Thematic
View poll and results",Area Movement,Cooperative Game,Dice Rolling,Multiple Maps,Role Playing
445,The Manhattan Project,(2012),7.3,2–5 Players,120 Min,Age: 13+,2.96,"Strategy
View poll and results",Action Retrieval,Closed Drafting,Race,Take That,Worker Placement
446,Mindbug: First Contact,(2022),7.8,2 Players,15–25 Min,Age: 8+,1.95,"Family,  Strategy
View poll and results",Betting and Bluffing,Hand Management,Take That,,
447,Marvel United: X-Men,(2021),8.1,1–5 Players,40 Min,Age: 14+,2.00,"Family
View poll and results",Cooperative Game,Hand Management,Modular Board,Solo / Solitaire Game,Team-Based Game
448,Flash Point: Fire Rescue,(2011),7.2,2–6 Players,45 Min,Age: 10+,2.20,"Family,  Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Grid Movement,Pick-up and Deliver
449,Kingsburg,(2007),7.2,2–5 Players,90 Min,Age: 13+,2.42,"Family,  Strategy
View poll and results",Dice Rolling,Tech Trees / Tech Tracks,Worker Placement with Dice Workers,,
450,Millennium Blades,(2016),7.7,2–5 Players,80–120 Min,Age: 12+,3.66,"Thematic
View poll and results",Commodity Speculation,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,Real-Time
451,Boonlake,(2021),7.7,1–4 Players,80–160 Min,Age: 14+,3.78,"Strategy
View poll and results",End Game Bonuses,Follow,Hexagon Grid,Income,Map Addition
452,John Company: Second Edition,(2022),8.3,1–6 Players,90–240 Min,Age: 13+,4.43,"Strategy,  Thematic
View poll and results",Bribery,Dice Rolling,Negotiation,Push Your Luck,Simulation
453,Imperial Settlers: Empires of the North,(2019),7.5,1–4 Players,45–90 Min,Age: 10+,2.80,"Strategy
View poll and results",Hand Management,Take That,Variable Player Powers,Worker Placement,
454,Glen More,(2010),7.3,2–5 Players,45–70 Min,Age: 10+,2.67,"Strategy
View poll and results",Commodity Speculation,Dice Rolling,Set Collection,Tile Placement,Track Movement
455,Pipeline,(2019),7.6,2–4 Players,60–120 Min,Age: 12+,3.91,"Strategy
View poll and results",Action Drafting,Commodity Speculation,Contracts,End Game Bonuses,Market
456,Lord of the Rings: The Confrontation,(2005),7.5,2 Players,30 Min,Age: 14+,2.20,"Strategy
View poll and results",Area Movement,Card Play Conflict Resolution,Hand Management,Secret Unit Deployment,Simultaneous Action Selection
457,Lancaster,(2011),7.4,2–5 Players,60 Min,Age: 10+,3.00,"Strategy
View poll and results",Area Majority / Influence,Auction/Bidding,Voting,Worker Placement,"Worker Placement, Different Worker Types"
458,Pandemic: Reign of Cthulhu,(2016),7.4,2–4 Players,40 Min,Age: 14+,2.16,"Strategy,  Thematic
View poll and results",Action Points,Cooperative Game,Hand Management,Point to Point Movement,Set Collection
459,Heroscape Master Set: Rise of the Valkyrie,(2004),7.4,2–4 Players,90 Min,Age: 8+,2.30,"Customizable,  Thematic
View poll and results",Dice Rolling,Grid Movement,Hexagon Grid,Line of Sight,Modular Board
460,Black Orchestra,(2016),7.5,1–5 Players,90 Min,Age: 14+,2.42,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Die Icon Resolution,Hand Management
461,Mandala,(2019),7.5,2 Players,20 Min,Age: 10+,1.80,"Abstract,  Family
View poll and results",Area Majority / Influence,Hand Management,Open Drafting,Set Collection,
462,A Few Acres of Snow,(2011),7.4,2 Players,60–90 Min,Age: 14+,3.04,"Strategy,  Wargames
View poll and results",Area Majority / Influence,Area Movement,"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management
463,Honey Buzz,(2020),7.6,1–4 Players,45–90 Min,Age: 10+,2.76,"Family,  Strategy
View poll and results",Action Retrieval,Contracts,Grid Movement,Hexagon Grid,Memory
464,PitchCar,(1995),7.3,2–8 Players,30 Min,Age: 6+,1.13,"Family,  Party
View poll and results",Flicking,Modular Board,Race,,
465,Wayfarers of the South Tigris,(2022),7.9,1–4 Players,60–90 Min,Age: 12+,3.80,"Strategy
View poll and results",Area Majority / Influence,End Game Bonuses,Modular Board,Open Drafting,Set Collection
466,Quadropolis,(2016),7.2,2–4 Players,30–60 Min,Age: 8+,2.20,"Family
View poll and results",Hand Management,Pattern Building,Set Collection,Tile Placement,Worker Placement
467,Point Salad,(2019),7.2,2–6 Players,15–30 Min,Age: 14+,1.15,"Family
View poll and results",Open Drafting,Set Collection,,,
468,Mystic Vale,(2016),7.3,2–4 Players,45 Min,Age: 14+,2.26,"Strategy
View poll and results","Deck, Bag, and Pool Building",Layering,Push Your Luck,,
469,IKI,(2015),7.7,2–4 Players,60–90 Min,Age: 14+,3.03,"Strategy
View poll and results",Open Drafting,Ownership,Rondel,Set Collection,Track Movement
470,Middara: Unintentional Malum – Act 1,(2019),8.6,1–4 Players,60 Min,Age: 15+,4.09,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Grid Movement,Hand Management
471,Commands & Colors: Napoleonics,(2010),8.0,2 Players,90 Min,Age: 14+,2.73,"Wargames
View poll and results",Campaign / Battle Card Driven,Command Cards,Dice Rolling,Grid Movement,Hand Management
472,Cartographers Heroes,(2021),7.8,1–100 Players,30–45 Min,Age: 10+,2.04,"Family,  Strategy
View poll and results",Bingo,Grid Coverage,Line Drawing,Paper-and-Pencil,Simultaneous Action Selection
473,Amerigo,(2013),7.4,2–4 Players,90 Min,Age: 10+,2.98,"Strategy
View poll and results",Action Points,Cube Tower,Grid Movement,Modular Board,Tile Placement
474,Dead Reckoning,(2022),8.2,1–4 Players,90–150 Min,Age: 14+,3.36,"Strategy
View poll and results",Area Majority / Influence,Area Movement,"Deck, Bag, and Pool Building",Layering,Modular Board
475,Stuffed Fables,(2018),7.5,2–4 Players,60–90 Min,Age: 7+,2.45,"Family,  Thematic
View poll and results",Cooperative Game,Dice Rolling,Role Playing,Square Grid,Storytelling
476,Descent: Legends of the Dark,(2021),8.0,1–4 Players,120–180 Min,Age: 14+,2.70,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Movement Points
477,Hadara,(2019),7.4,2–5 Players,45–60 Min,Age: 10+,2.21,"Strategy
View poll and results",End Game Bonuses,Memory,Open Drafting,Set Collection,Simultaneous Action Selection
478,Pan Am,(2020),7.6,2–4 Players,60 Min,Age: 12+,2.41,"Strategy
View poll and results",Auction: Fixed Placement,Auction/Bidding,Connections,Constrained Bidding,Dice Rolling
479,Colt Express,(2014),7.1,2–6 Players,40 Min,Age: 10+,1.83,"Family
View poll and results",Action Queue,Hand Management,Memory,Programmed Movement,Take That
480,Amun-Re,(2003),7.3,3–5 Players,90 Min,Age: 12+,3.03,"Strategy
View poll and results",Area Majority / Influence,Auction: Fixed Placement,Auction/Bidding,Constrained Bidding,Score-and-Reset Game
481,Fire in the Lake,(2014),8.1,1–4 Players,180 Min,Age: ––,4.13,"Wargames
View poll and results",Area Majority / Influence,Dice Rolling,Simulation,Solo / Solitaire Game,Variable Phase Order
482,BattleLore,(2006),7.3,2 Players,60 Min,Age: 10+,2.77,"Thematic,  Wargames
View poll and results",Area Majority / Influence,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Grid Movement
483,Pandemic: The Cure,(2014),7.3,2–5 Players,30 Min,Age: 8+,2.06,"Family,  Strategy
View poll and results",Cooperative Game,Dice Rolling,Hand Management,Point to Point Movement,Push Your Luck
484,Dawn of the Zeds (Third Edition),(2016),8.2,1–5 Players,90–120 Min,Age: 14+,3.82,"Thematic
View poll and results",Action Points,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Move Through Deck
485,Citadels,(2016),7.3,2–8 Players,30–60 Min,Age: 10+,2.04,"Family
View poll and results",Action Drafting,Income,Lose a Turn,Open Drafting,Set Collection
486,Charterstone,(2017),7.2,1–6 Players,45–75 Min,Age: 14+,2.84,"Strategy
View poll and results",Catch the Leader,Hand Management,Legacy Game,Open Drafting,Scenario / Mission / Campaign Game
487,No Thanks!,(2004),7.1,3–7 Players,20 Min,Age: 8+,1.13,"Family
View poll and results",Auction/Bidding,Closed Economy Auction,Increase Value of Unchosen Resources,Push Your Luck,Set Collection
488,Risk Legacy,(2011),7.4,3–5 Players,60 Min,Age: 13+,2.59,"Strategy
View poll and results",Area Movement,Dice Rolling,Legacy Game,Open Drafting,Player Elimination
489,"Air, Land, & Sea",(2019),7.5,2 Players,15–30 Min,Age: 14+,1.72,"Strategy,  Wargames
View poll and results",Card Play Conflict Resolution,Hand Management,,,
490,Exit: The Game – Dead Man on the Orient Express,(2017),7.6,1–4 Players,60–120 Min,Age: 12+,2.73,"Family,  Thematic
View poll and results",Cooperative Game,,,,
491,Citadels,(2000),7.1,2–8 Players,20–60 Min,Age: 10+,2.05,"Family,  Strategy
View poll and results",Action Drafting,Closed Drafting,Income,Lose a Turn,Set Collection
492,Sheriff of Nottingham,(2014),7.1,3–5 Players,60 Min,Age: 14+,1.66,"Family,  Party
View poll and results",Betting and Bluffing,Bribery,Hand Management,Negotiation,Open Drafting
493,Deus,(2014),7.3,2–4 Players,60–90 Min,Age: 14+,2.83,"Strategy
View poll and results",Area Majority / Influence,End Game Bonuses,Grid Movement,Hand Management,Hexagon Grid
494,Foundations of Rome,(2022),8.0,2–4 Players,60–90 Min,Age: 13+,1.98,"Strategy
View poll and results",Auction: Dutch,Income,Market,Ownership,Square Grid
495,Zombie Kidz Evolution,(2018),7.7,2–4 Players,5–15 Min,Age: 7+,1.40,"Children's,  Family
View poll and results",Area Movement,Cooperative Game,Dice Rolling,Legacy Game,Variable Player Powers
496,Forbidden Desert,(2013),7.1,2–5 Players,45 Min,Age: 10+,2.04,"Family
View poll and results",Action Points,Bias,Cooperative Game,Grid Movement,Hand Management
497,Lords of Vegas,(2010),7.3,2–4 Players,60–90 Min,Age: 12+,2.34,"Strategy
View poll and results",Area Majority / Influence,Catch the Leader,Dice Rolling,Random Production,Tile Placement
498,Blood Bowl (Third Edition),(1994),7.6,2 Players,180 Min,Age: 12+,2.98,"Strategy,  Thematic
View poll and results",Dice Rolling,Grid Movement,Variable Player Powers,,
499,Fantastic Factories,(2019),7.5,1–5 Players,45–60 Min,Age: 14+,2.21,"Family,  Strategy
View poll and results",Dice Rolling,Hand Management,Multi-Use Cards,Open Drafting,Push Your Luck
