name,published_year,avg_rating,recc_age,weight,game_type,mech_1,mech_2,mech_3,mech_4,mech_5,rank,min_player,max_player,min_playtime,max_playtime
The Fox in the Forest,2017,7.1, 10,1.58,Family,Hand Management,Trick-taking,,,,551,2,2,30,30
Imperium: Legends,2021,7.9, 14,3.7,Strategy,"Deck, Bag, and Pool Building",End Game Bonuses,Hand Management,Market,Move Through Deck,552,1,4,60,120
Time's Up! Title Recall!,2008,7.7, 12,1.19,Party,Acting,Communication Limits,Memory,Team-Based Game,,553,4,18,60,60
Madeira,2013,7.6, 12,4.3,Strategy,Area Majority / Influence,Dice Rolling,Turn Order: Pass Order,Turn Order: Stat-Based,Worker Placement,554,2,4,60,150
Libertalia,2012,7.1, 14,2.24,Strategy,Action Queue,Hand Management,Selection Order Bid,Set Collection,Simultaneous Action Selection,555,2,6,40,60
Love Letter: Premium Edition,2016,7.4, 8,1.33,Family,Hand Management,Player Elimination,,,,556,2,8,20,30
Legends of Andor,2012,7.1, 10,2.76,Thematic,Area Movement,Cooperative Game,Dice Rolling,Scenario / Mission / Campaign Game,Variable Player Powers,557,2,4,60,90
Airlines Europe,2011,7.3, 10,2.44,Family,Investment,Network and Route Building,Open Drafting,Set Collection,Stock Holding,558,2,5,75,75
Sushi Go!,2013,7.0, 8,1.16,Family,Closed Drafting,End Game Bonuses,Hand Management,Set Collection,Simultaneous Action Selection,559,2,5,15,15
Wabash Cannonball,2007,7.2, 12,2.78,Strategy,Auction: Turn Order Until Pass,Auction/Bidding,Investment,Network and Route Building,Ownership,560,2,6,30,60
Euphoria: Build a Better Dystopia,2013,7.2, 13,3.12,Strategy,Dice Rolling,Hand Management,Race,Set Collection,Trading,561,2,6,60,60
RoboRally,1994,7.1, 12,2.43,Strategy,Action Queue,Bias,Grid Movement,Lose a Turn,Modular Board,562,2,8,45,120
Elysium,2015,7.2, 14,2.76,Strategy,Open Drafting,Set Collection,Take That,Turn Order: Claim Action,Variable Set-up,563,2,4,60,60
Discworld: Ankh-Morpork,2011,7.2, 11,2.21,Thematic,Area Majority / Influence,Dice Rolling,Events,Hand Management,Hidden Roles,564,2,4,60,60
Camel Up,2014,7.0, 8,1.48,Family,Betting and Bluffing,Dice Rolling,End Game Bonuses,Roll / Spin and Move,Track Movement,565,2,8,20,30
Libertalia: Winds of Galecrest,2022,7.5, 14,2.12,Family,Action Queue,Hand Management,Set Collection,Simultaneous Action Selection,Take That,566,1,6,45,60
Vikings,2007,7.2, 10,2.54,Strategy,Auction/Bidding,Rondel,Tile Placement,Victory Points as a Resource,,567,2,4,60,60
One Night Ultimate Werewolf,2014,7.1, 8,1.38,Party,Hidden Roles,Role Playing,Roles with Asymmetric Information,Traitor Game,Variable Player Powers,568,3,10,10,10
Nova Luna,2019,7.3, 8,1.88,Abstract,Contracts,Race,Tile Placement,Turn Order: Time Track,,569,1,4,30,60
Runebound (Third Edition),2015,7.5, 14,2.71,Thematic,Action Points,Area Movement,"Deck, Bag, and Pool Building",Dice Rolling,Die Icon Resolution,570,2,4,120,180
Valeria: Card Kingdoms,2016,7.5, 13,1.98,Family,Dice Rolling,Open Drafting,Random Production,Variable Set-up,,571,1,5,30,45
Last Will,2011,7.2, 14,2.72,Strategy,Action Points,Hand Management,Victory Points as a Resource,Worker Placement,,572,2,5,45,75
The LOOP,2020,7.8, 12,2.76,Strategy,Cooperative Game,Cube Tower,"Deck, Bag, and Pool Building",Scenario / Mission / Campaign Game,Solo / Solitaire Game,573,1,4,60,60
Sentinels of the Multiverse,2011,7.2, 8,2.51,Thematic,Cooperative Game,Hand Management,Solo / Solitaire Game,Variable Player Powers,,574,2,5,30,60
Roads & Boats,1999,7.7, 14,4.19,Strategy,Grid Movement,Line Drawing,Modular Board,Network and Route Building,Pick-up and Deliver,575,1,4,240,240
BattleCON: Devastation of Indines,2013,7.8, 10,3.09,Strategy,Hand Management,Point to Point Movement,Simultaneous Action Selection,Solo / Solitaire Game,Team-Based Game,576,1,5,45,45
Aquatica,2019,7.4, 12,2.29,Strategy,Action Retrieval,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,Slide/Push,577,1,4,30,60
Karuba,2015,7.2, 8,1.43,Family,Bingo,Connections,Grid Movement,Network and Route Building,Simultaneous Action Selection,578,2,4,30,40
Las Vegas,2012,7.2, 8,1.18,Family,Area Majority / Influence,Dice Rolling,,,,579,2,5,30,30
In the Hall of the Mountain King,2019,7.6, 12,2.83,Strategy,Grid Coverage,Network and Route Building,Pick-up and Deliver,Team-Based Game,Tile Placement,580,2,5,90,90
Jamaica,2007,7.1, 8,1.66,Family,Dice Rolling,Hand Management,Race,Roll / Spin and Move,Simultaneous Action Selection,581,2,6,30,60
Space Empires 4X,2011,7.7, 14,3.38,Wargames,Auction/Bidding,Dice Rolling,Grid Movement,Hexagon Grid,Income,582,1,4,60,240
Tales of the Arabian Nights,2009,7.2, 12,2.15,Thematic,Dice Rolling,Narrative Choice / Paragraph,Point to Point Movement,Role Playing,Solo / Solitaire Game,583,1,6,120,120
Egizia,2009,7.4, 12,2.84,Strategy,Bias,End Game Bonuses,Open Drafting,Worker Placement,,584,2,4,90,90
StarCraft: The Board Game,2007,7.4, 12,3.85,Strategy,Area Majority / Influence,Area Movement,Card Play Conflict Resolution,"Deck, Bag, and Pool Building",Modular Board,585,2,6,180,240
Etherfields,2020,8.0, 12,3.5,Thematic,Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Grid Movement,Modular Board,586,1,4,90,180
Taj Mahal,2000,7.3, 12,2.99,Strategy,Auction: Turn Order Until Pass,Auction/Bidding,Hand Management,Network and Route Building,Open Drafting,587,2,5,45,90
Queendomino,2017,7.2, 8,2.05,Family,Enclosure,Open Drafting,Tile Placement,Variable Phase Order,,588,2,4,25,25
Zombicide: 2nd Edition,2021,8.0, 14,2.41,Thematic,Action Points,Cooperative Game,Dice Rolling,Modular Board,Multiple Maps,589,1,6,60,60
Vinhos,2010,7.5, 12,4.2,Strategy,Area Majority / Influence,Worker Placement,,,,590,2,4,60,135
Atlantis Rising (Second Edition),2019,7.6, 10,2.45,Strategy,Cooperative Game,Dice Rolling,Push Your Luck,Solo / Solitaire Game,Variable Player Powers,591,1,7,60,120
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,7.2, 13,2.72,Thematic,Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Move Through Deck,592,1,4,90,90
Baseball Highlights: 2045,2015,7.5, 9,2.2,Strategy,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,Solo / Solitaire Game,Take That,593,1,4,45,45
QE,2019,7.4, 8,1.52,Family,Auction: Sealed Bid,Auction/Bidding,End Game Bonuses,Memory,Set Collection,594,3,5,45,45
Colosseum,2007,7.2, 10,2.76,Family,Auction/Bidding,Dice Rolling,Roll / Spin and Move,Set Collection,Trading,595,3,5,60,90
Through the Desert,1998,7.1, 10,2.2,Abstract,Chaining,Connections,Enclosure,Hexagon Grid,Hidden Victory Points,596,2,5,45,45
Pax Porfiriana,2012,7.7, 12,3.64,Strategy,Action Points,Finale Ending,Hand Management,Income,Market,597,1,6,120,120
DVONN,2001,7.5, 9,2.66,Abstract,Grid Movement,Map Reduction,,,,598,2,2,30,30
Age of Innovation,2023,8.9, 14,4.26,Strategy,Hexagon Grid,Turn Order: Pass Order,Variable Player Powers,Victory Points as a Resource,,599,1,5,40,200
Nexus Ops,2005,7.2, 12,2.23,Thematic,Area Majority / Influence,Dice Rolling,Hand Management,Hexagon Grid,King of the Hill,600,2,4,90,90
Broom Service,2015,7.2, 10,2.4,Family,Area Movement,Follow,Hand Management,Pick-up and Deliver,Set Collection,601,2,5,30,75
Carcassonne: Hunters and Gatherers,2002,7.1, 8,1.92,Family,Area Majority / Influence,Map Addition,Tile Placement,,,602,2,5,35,35
Unmatched: Little Red Riding Hood vs. Beowulf,2020,8.2, 9,1.92,Strategy,Action Points,Card Play Conflict Resolution,Hand Management,Line of Sight,Point to Point Movement,603,2,2,20,20
AquaSphere,2014,7.3, 12,3.67,Strategy,Area Majority / Influence,Area Movement,End Game Bonuses,Income,Modular Board,604,2,4,100,100
The Colonists,2016,7.6, 12,4.08,Strategy,Area Movement,Hand Management,Modular Board,Open Drafting,Solo / Solitaire Game,605,1,4,30,360
Pax Renaissance: 2nd Edition,2021,8.5, 12,4.58,Strategy,Action Points,Increase Value of Unchosen Resources,Market,Open Drafting,Simulation,606,1,4,60,120
Paperback,2014,7.1, 8,2.0,Family,Cooperative Game,"Deck, Bag, and Pool Building",Delayed Purchase,Open Drafting,,607,2,5,45,45
Draftosaurus,2019,7.1, 8,1.24,Family,Closed Drafting,Dice Rolling,Set Collection,Simultaneous Action Selection,,608,2,5,15,15
Dice Throne: Season One,2018,7.5, 8,2.08,Family,Dice Rolling,Re-rolling and Locking,Take That,Team-Based Game,Variable Player Powers,609,2,6,20,40
Unfathomable,2021,7.6, 14,3.06,Thematic,Area Movement,Hand Management,Hidden Roles,Team-Based Game,Traitor Game,610,3,6,120,240
Tobago,2009,7.1, 10,2.13,Family,Deduction,Grid Movement,Hand Management,Hexagon Grid,Modular Board,611,2,4,60,60
Triumph & Tragedy: European Balance of Power 1936-1945,2015,8.1, 12,3.39,Wargames,Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management,612,2,3,240,360
Star Trek: Ascendancy,2016,7.8, 14,3.15,Thematic,Action Points,Dice Rolling,Events,Modular Board,Point to Point Movement,613,3,3,180,180
Cooper Island,2019,7.6, 12,4.16,Strategy,Tile Placement,Worker Placement,"Worker Placement, Different Worker Types",,,614,1,4,60,120
Automobile,2009,7.3, 12,3.53,Strategy,Commodity Speculation,Variable Player Powers,,,,615,3,5,120,120
Aeon Trespass: Odyssey,2022,9.1, 12,4.73,Thematic,Command Cards,Cooperative Game,Map Addition,Scenario / Mission / Campaign Game,Tech Trees / Tech Tracks,616,1,4,90,90
Unlock!: Heroic Adventures,2018,7.6, 10,2.21,Thematic,Cooperative Game,Storytelling,,,,617,1,6,60,60
Evolution,2014,7.1, 12,2.43,Strategy,Action Points,Hand Management,Push Your Luck,Simulation,Simultaneous Action Selection,618,2,6,60,60
Silver & Gold,2019,7.2, 8,1.17,Family,Bingo,Contracts,End Game Bonuses,Grid Coverage,Paper-and-Pencil,619,2,4,20,20
The Battle of Five Armies,2014,7.9, 13,3.59,Thematic,Area Majority / Influence,Area Movement,Dice Rolling,Hand Management,,620,2,2,90,240
Struggle of Empires,2004,7.5, 13,3.59,Strategy,Alliances,Area Majority / Influence,Area Movement,Auction/Bidding,Dice Rolling,621,2,7,180,240
Coup,2012,7.0, 13,1.41,Party,Hidden Roles,Memory,Player Elimination,Take That,Variable Player Powers,622,2,6,15,15
Crusaders: Thy Will Be Done,2018,7.5, 14,2.45,Strategy,Grid Movement,Hexagon Grid,Mancala,Variable Player Powers,,623,2,4,40,60
Francis Drake,2013,7.4, 14,2.92,Strategy,Order Counters,Push Your Luck,Secret Unit Deployment,Set Collection,Turn Order: Time Track,624,3,5,90,120
Carson City,2009,7.2, 12,3.18,Strategy,Area Majority / Influence,Dice Rolling,Tile Placement,Variable Player Powers,Worker Placement,625,2,5,90,90
Star Wars: Destiny,2016,7.5, 10,2.45,Customizable,Dice Rolling,Hand Management,Variable Player Powers,,,626,2,2,30,30
Arkham Horror: The Card Game (Revised Edition),2021,8.7, 14,3.53,Customizable,Action Points,Area Movement,Communication Limits,Cooperative Game,Deck Construction,627,1,4,45,180
Hammer of the Scots,2002,7.5, 12,2.96,Wargames,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Secret Unit Deployment,628,2,2,120,180
Splendor: Marvel,2020,7.6, 10,1.83,Family,Contracts,Open Drafting,Race,Set Collection,,629,2,4,30,30
The Lord of the Rings: The Card Game – Revised Core Set,2022,8.5, 14,3.48,Customizable,Automatic Resource Growth,Cooperative Game,Deck Construction,Events,Hand Management,630,1,4,30,90
Cuba Libre,2013,7.7, 14,3.59,Wargames,Area Majority / Influence,Area Movement,Dice Rolling,Solo / Solitaire Game,Variable Player Powers,631,1,4,180,180
Conan,2016,7.6, 14,2.75,Thematic,Action Points,Area Movement,Dice Rolling,Player Elimination,Team-Based Game,632,2,5,90,90
Dinosaur Island: Rawr 'n Write,2021,7.7, 10,2.8,Strategy,Connections,Dice Rolling,Grid Coverage,Network and Route Building,Paper-and-Pencil,633,1,4,30,45
A Game of Thrones,2003,7.2, 12,3.45,Strategy,Area Movement,Auction/Bidding,Events,Hand Management,Memory,634,3,5,180,180
Gears of War: The Board Game,2011,7.5, 14,2.88,Thematic,Area Movement,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Hand Management,635,1,4,60,180
Regicide,2020,7.5, 10,1.93,Family,Communication Limits,Cooperative Game,Hand Management,Solo / Solitaire Game,Variable Set-up,636,1,4,10,30
Zombicide,2012,7.1, 14,2.54,Thematic,Action Points,Cooperative Game,Dice Rolling,Grid Movement,Hand Management,637,1,6,60,60
Take 5,1994,7.0, 8,1.2,Family,Hand Management,Score-and-Reset Game,Simultaneous Action Selection,,,638,2,10,45,45
Thebes,2007,7.1, 8,2.16,Family,Point to Point Movement,Set Collection,Turn Order: Time Track,,,639,2,4,60,60
Quantum,2013,7.2, 13,2.47,Strategy,Area Majority / Influence,Dice Rolling,Grid Movement,Modular Board,Square Grid,640,2,4,60,60
Blood Bowl (2016 Edition),2016,8.0, 12,3.55,Thematic,Critical Hits and Failures,Dice Rolling,Grid Movement,Movement Points,Variable Player Powers,641,2,2,60,180
Shards of Infinity,2018,7.5, 10,1.98,Strategy,"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Open Drafting,Take That,642,2,4,30,30
Whitehall Mystery,2017,7.6, 13,2.13,Strategy,Hidden Movement,Point to Point Movement,Secret Unit Deployment,Team-Based Game,,643,2,4,45,60
Photosynthesis,2017,7.0, 10,2.26,Abstract,Action Points,Area Majority / Influence,Bias,End Game Bonuses,Hexagon Grid,644,2,4,30,60
Coloretto,2003,7.0, 8,1.28,Family,Open Drafting,Push Your Luck,Set Collection,,,645,2,5,30,30
Zombicide: Green Horde,2018,7.7, 14,2.48,Thematic,Cooperative Game,Dice Rolling,Modular Board,Scenario / Mission / Campaign Game,Variable Player Powers,646,1,6,60,60
HeroQuest,1989,7.2, 14,2.14,Thematic,Dice Rolling,Die Icon Resolution,Grid Movement,Modular Board,Role Playing,647,2,5,90,90
A Game of Thrones: The Card Game (Second Edition),2015,7.5, 14,3.53,Customizable,Alliances,Hand Management,Open Drafting,Race,Simultaneous Action Selection,648,2,4,60,120
Bus,1999,7.6, 14,3.05,Strategy,Action Points,Action Queue,Network and Route Building,Pick-up and Deliver,Turn Order: Claim Action,649,3,5,120,120
Mare Nostrum: Empires,2016,7.5, 14,2.96,Strategy,Area Movement,Dice Rolling,Set Collection,Trading,Variable Player Powers,650,3,5,90,120
Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,2015,7.7, 14,2.84,Customizable,Action Queue,Critical Hits and Failures,Dice Rolling,Line of Sight,Movement Template,651,2,2,30,45
Betrayal at House on the Hill,2004,7.0, 12,2.39,Thematic,Dice Rolling,Map Addition,Modular Board,Player Elimination,Role Playing,652,3,6,60,60
Medici,1995,7.2, 10,2.25,Strategy,Auction: Once Around,Auction/Bidding,Income,Push Your Luck,Set Collection,653,2,6,60,60
Formula D,2008,7.0, 8,1.98,Family,Dice Rolling,Different Dice Movement,Grid Movement,Movement Points,Player Elimination,654,2,10,60,60
Galaxy Trucker (Second Edition),2021,7.5, 8,2.34,Family,Dice Rolling,Events,Real-Time,Relative Movement,Tile Placement,655,2,4,20,30
Time's Up!,1999,7.3, 12,1.2,Party,Acting,Communication Limits,Memory,Team-Based Game,,656,4,18,90,90
Taluva,2006,7.1, 8,2.26,Abstract,Chaining,Layering,Pattern Building,Race,Static Capture,657,2,4,45,45
The Downfall of Pompeii,2004,7.2, 10,1.85,Family,Events,Grid Movement,Hand Management,Move Through Deck,Square Grid,658,2,4,45,45
Snowdonia,2012,7.3, 10,3.0,Strategy,Events,Hand Management,Open Drafting,Turn Order: Claim Action,Worker Placement,659,1,5,30,90
Pax Renaissance,2016,8.0, 12,4.45,Strategy,Action Points,Auction: Dutch,Increase Value of Unchosen Resources,Market,Open Drafting,660,2,4,60,120
Magic Maze,2017,7.0, 8,1.76,Family,Communication Limits,Cooperative Game,Elapsed Real Time Ending,Grid Movement,Map Addition,661,1,8,15,15
One Night Ultimate Werewolf: Daybreak,2015,7.3, 8,1.39,Party,Hidden Roles,Role Playing,Roles with Asymmetric Information,Traitor Game,Variable Player Powers,662,3,7,10,10
Creature Comforts,2022,7.5, 8,2.35,Family,Dice Rolling,Events,Open Drafting,Set Collection,Solo / Solitaire Game,663,1,5,45,45
Disney Villainous: Wicked to the Core,2019,7.6, 10,2.38,Family,Hand Management,Take That,Variable Player Powers,,,664,2,3,40,60
Cacao,2015,7.1, 8,1.82,Family,Area Majority / Influence,Hand Management,Map Addition,Tile Placement,,665,2,4,45,45
Trains,2012,7.1, 12,2.38,Strategy,"Deck, Bag, and Pool Building",Hand Management,Network and Route Building,,,666,2,4,45,45
The Republic of Rome,1990,7.5, 14,4.36,Strategy,Auction: Once Around,Bribery,Critical Hits and Failures,Dice Rolling,Events,667,1,6,300,300
Fort,2020,7.1, 10,2.43,Strategy,"Deck, Bag, and Pool Building",Follow,Hand Management,,,668,2,4,20,40
Lord of the Rings: The Confrontation,2002,7.2, 12,2.19,Strategy,Area Movement,Card Play Conflict Resolution,Hand Management,Memory,Secret Unit Deployment,669,2,2,30,30
KeyForge: Call of the Archons,2018,7.1, 14,2.48,Customizable,Hand Management,Take That,,,,670,2,2,15,45
Kingdom Builder,2011,6.9, 8,2.06,Family,Area Majority / Influence,Chaining,Enclosure,Grid Movement,Hexagon Grid,671,2,4,45,45
Warp's Edge,2020,7.7, 10,2.41,Strategy,"Deck, Bag, and Pool Building",Solo / Solitaire Game,,,,672,1,1,30,45
Between Two Castles of Mad King Ludwig,2018,7.2, 10,2.18,Family,Highest-Lowest Scoring,Neighbor Scope,Open Drafting,Set Collection,Simultaneous Action Selection,673,2,7,45,60
Project: ELITE,2020,8.0, 14,2.4,Thematic,Cooperative Game,Dice Rolling,Elapsed Real Time Ending,Grid Movement,Line of Sight,674,1,6,60,60
Shakespeare,2015,7.4, 13,2.99,Strategy,Action Points,Auction/Bidding,Open Drafting,Solo / Solitaire Game,,675,1,4,20,90
Mr. Jack,2006,7.0, 9,2.17,Strategy,Grid Movement,Hexagon Grid,Open Drafting,Variable Player Powers,,676,2,2,30,30
Detective: City of Angels,2019,7.9, 14,2.31,Thematic,Action Points,Area Movement,Cooperative Game,Team-Based Game,Traitor Game,677,1,5,30,150
A Fake Artist Goes to New York,2011,7.1, 8,1.13,Party,Hidden Roles,Line Drawing,Targeted Clues,,,678,5,10,20,20
Lacrimosa,2022,7.8, 14,3.16,Strategy,Area Majority / Influence,"Deck, Bag, and Pool Building",End Game Bonuses,Movement Points,Open Drafting,679,1,4,90,90
Telestrations: 12 Player Party Pack,2011,7.7, 12,1.07,Party,Drawing,Line Drawing,Paper-and-Pencil,,,680,4,12,30,30
Summoner Wars,2009,7.2, 9,2.34,Customizable,Action Points,Dice Rolling,Grid Movement,Hand Management,Take That,681,2,4,30,60
Elder Sign,2011,7.0, 13,2.34,Thematic,Cooperative Game,Dice Rolling,Die Icon Resolution,Modular Board,Re-rolling and Locking,682,1,8,90,90
Weather Machine,2022,7.9, 14,4.58,Strategy,Action Points,Set Collection,Tile Placement,Worker Placement,,683,2,4,60,150
Belfort,2011,7.2, 12,3.04,Strategy,Area Majority / Influence,Hand Management,Open Drafting,Ownership,Worker Placement,684,2,5,120,120
My Father's Work,2022,7.9, 14,3.13,Thematic,Events,Hand Management,Narrative Choice / Paragraph,Storytelling,Worker Placement,685,2,4,180,180
Azul: Queen's Garden,2021,7.5, 10,2.96,Abstract,End Game Bonuses,Pattern Building,Set Collection,Tile Placement,Turn Order: Claim Action,686,2,4,45,60
Expeditions,2023,7.8, 14,3.02,Strategy,Action Retrieval,"Deck, Bag, and Pool Building",Grid Movement,Hand Management,Melding and Splaying,687,1,5,60,90
Sea Salt & Paper,2022,7.4, 8,1.39,Family,Hand Management,Melding and Splaying,Push Your Luck,Set Collection,,688,2,4,30,45
Yellow & Yangtze,2018,7.8, 14,3.11,Strategy,Area Majority / Influence,Hand Management,Hexagon Grid,Hidden Victory Points,Highest-Lowest Scoring,689,2,4,90,90
Chronicles of Crime: 1400,2020,7.8, 12,2.03,Thematic,Cooperative Game,Scenario / Mission / Campaign Game,Storytelling,,,690,1,4,60,90
Disney Villainous: Evil Comes Prepared,2019,7.6, 10,2.34,Family,Hand Management,Take That,Variable Player Powers,,,691,2,3,40,60
Cuba,2007,7.1, 10,3.26,Strategy,Auction/Bidding,Hand Management,Market,Variable Phase Order,Voting,692,2,5,75,120
Cribbage,1630,7.1, 10,1.9,Abstract,Hand Management,,,,,693,2,6,30,30
Torres,1999,7.1, 10,2.86,Abstract,Action Points,Area Majority / Influence,Enclosure,Grid Movement,Hand Management,694,2,4,60,60
Merv: The Heart of the Silk Road,2020,7.5, 14,3.43,Strategy,Contracts,Modular Board,Ownership,Rondel,Set Collection,695,1,4,90,90
Golem,2021,7.6, 14,3.98,Strategy,Action Drafting,Income,Set Collection,Variable Player Powers,Variable Set-up,696,1,4,90,120
Earth Reborn,2010,7.6, 13,3.89,Thematic,Action Points,Auction: Sealed Bid,Critical Hits and Failures,Dice Rolling,Grid Movement,697,2,4,180,180
Civilization: A New Dawn,2017,7.3, 14,3.16,Strategy,Area Majority / Influence,Increase Value of Unchosen Resources,Modular Board,Race,Variable Player Powers,698,2,4,60,120
Escape: The Curse of the Temple,2012,7.0, 8,1.48,Family,Cooperative Game,Dice Rolling,Elapsed Real Time Ending,Grid Movement,Modular Board,699,1,5,10,10
The Oracle of Delphi,2016,7.3, 12,3.01,Strategy,Action Points,Dice Rolling,Grid Movement,Modular Board,Pick-up and Deliver,700,2,4,70,100
The Magnificent,2019,7.5, 14,3.13,Strategy,Contracts,Dice Rolling,End Game Bonuses,Grid Coverage,Movement Points,701,1,4,60,90
Trails of Tucana,2019,7.4, 8,1.26,Family,Bingo,Connections,Line Drawing,Network and Route Building,Paper-and-Pencil,702,1,8,15,15
Luna,2010,7.3, 12,3.33,Strategy,Area Majority / Influence,Modular Board,Point to Point Movement,Solo / Solitaire Game,Tile Placement,703,1,4,60,100
Churchill,2015,7.7, 14,3.36,Strategy,Auction/Bidding,Campaign / Battle Card Driven,Dice Rolling,Negotiation,Tug of War,704,1,3,60,300
Dixit: Journey,2012,7.4, 8,1.26,Party,Acting,Simultaneous Action Selection,Storytelling,Targeted Clues,Voting,705,3,6,30,30
The White Castle,2023,8.0, 12,3.0,Strategy,Worker Placement,Worker Placement with Dice Workers,,,,706,1,4,80,80
Mexica,2002,7.2, 10,2.69,Strategy,Action Points,Area Majority / Influence,Enclosure,Grid Movement,Square Grid,707,2,4,90,90
Feudum,2018,7.6, 12,4.59,Strategy,Action Queue,Area Majority / Influence,Hand Management,Simultaneous Action Selection,,708,2,5,80,180
Treasure Island,2018,7.2, 10,2.24,Family,Deduction,Hand Management,Line Drawing,Measurement Movement,Secret Unit Deployment,709,2,5,45,45
AuZtralia,2018,7.4, 13,2.89,Strategy,Action Retrieval,Cooperative Game,Hexagon Grid,Network and Route Building,Semi-Cooperative Game,710,1,4,30,120
Shadows of Brimstone: Swamps of Death,2014,8.0, 12,3.4,Thematic,Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing,711,1,4,90,180
Ready Set Bet,2022,7.6, 14,1.3,Party,Betting and Bluffing,Dice Rolling,Race,Real-Time,Track Movement,712,2,9,45,60
D-Day at Omaha Beach,2009,8.3, 12,3.47,Wargames,Cooperative Game,Hexagon Grid,Secret Unit Deployment,Simulation,Solo / Solitaire Game,713,1,2,120,480
Yamataï,2017,7.2, 13,2.97,Strategy,Action Drafting,Contracts,Increase Value of Unchosen Resources,Modular Board,Network and Route Building,714,2,4,40,80
Exit: The Game – The Pharaoh's Tomb,2016,7.2, 12,2.76,Thematic,Cooperative Game,,,,,715,1,6,45,90
Myrmes,2012,7.3, 13,3.45,Strategy,Grid Coverage,Grid Movement,Hexagon Grid,Network and Route Building,Worker Placement,716,2,4,60,120
Ascension: Deckbuilding Game,2010,7.0, 13,2.14,Strategy,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,,,717,1,4,30,30
Smash Up: Awesome Level 9000,2013,7.2, 12,2.13,Family,Area Majority / Influence,Hand Management,Take That,Variable Player Powers,,718,2,2,45,45
Tokaido,2012,6.9, 8,1.75,Family,End Game Bonuses,Set Collection,Track Movement,Turn Order: Time Track,Variable Player Powers,719,2,5,45,45
Massive Darkness 2: Hellscape,2022,8.1, 14,2.73,Thematic,Action Points,Cooperative Game,Dice Rolling,Modular Board,Scenario / Mission / Campaign Game,720,1,6,60,60
Prêt-à-Porter,2010,7.3, 10,3.56,Strategy,Loans,Open Drafting,Set Collection,Worker Placement,,721,2,4,90,90
Sub Terra,2017,7.4, 10,2.15,Family,Action Points,Cooperative Game,Dice Rolling,Grid Movement,Map Addition,722,1,6,60,60
Leaving Earth,2015,7.7, 15,3.72,Strategy,Pick-up and Deliver,Point to Point Movement,Push Your Luck,Resource to Move,Simulation,723,1,5,60,180
Wir sind das Volk!,2014,7.8, 12,3.73,Strategy,Action/Event,Open Drafting,Simulation,Tug of War,,724,2,2,60,150
Fury of Dracula (Second Edition),2005,7.1, 10,2.95,Thematic,Dice Rolling,Hidden Movement,Point to Point Movement,Secret Unit Deployment,Team-Based Game,725,2,5,180,180
Defenders of the Realm,2010,7.3, 13,2.71,Thematic,Action Points,Cooperative Game,Dice Rolling,Hand Management,Point to Point Movement,726,1,4,90,90
Whistle Mountain,2020,7.6, 14,3.0,Strategy,Tile Placement,Variable Player Powers,Worker Placement,,,727,2,4,60,90
Tash-Kalar: Arena of Legends,2013,7.2, 13,2.84,Abstract,Area Majority / Influence,Catch the Leader,Grid Movement,Hand Management,Highest-Lowest Scoring,728,2,4,30,60
Century: A New World,2019,7.3, 8,2.12,Family,Action Retrieval,Contracts,Set Collection,Variable Set-up,Worker Placement,729,2,4,30,45
Arkwright,2014,7.8, 12,4.59,Strategy,Commodity Speculation,Investment,Simulation,Stock Holding,Variable Phase Order,730,2,4,120,240
Trismegistus: The Ultimate Formula,2019,7.6, 14,4.17,Strategy,Action Points,Dice Rolling,End Game Bonuses,Open Drafting,Set Collection,731,1,4,90,120
Love Letter: Batman,2015,7.3, 10,1.19,Family,Hand Management,Player Elimination,,,,732,2,4,20,20
Carcassonne: The Castle,2003,7.1, 8,1.98,Family,Area Majority / Influence,End Game Bonuses,Tile Placement,,,733,2,2,30,30
ZhanGuo,2014,7.6, 12,3.83,Strategy,Area Majority / Influence,Hand Management,,,,734,2,4,60,120
Bloodborne: The Board Game,2021,7.8, 14,3.04,Thematic,Campaign / Battle Card Driven,Card Play Conflict Resolution,Cooperative Game,"Deck, Bag, and Pool Building",Hand Management,735,1,4,45,75
Oh My Goods!,2015,7.0, 10,2.3,Strategy,Action Queue,Contracts,Hand Management,Multi-Use Cards,Push Your Luck,736,2,4,30,30
Specter Ops,2015,7.2, 9,2.4,Strategy,Dice Rolling,Grid Movement,Hidden Movement,Movement Points,Once-Per-Game Abilities,737,2,5,60,120
Onirim (Second Edition),2014,7.1, 10,1.59,Family,Cooperative Game,Hand Management,Move Through Deck,Open Drafting,Set Collection,738,1,2,15,15
Space Hulk: Death Angel – The Card Game,2010,7.0, 13,2.41,Thematic,Action Queue,Cooperative Game,Dice Rolling,Hand Management,Move Through Deck,739,1,6,30,60
